cif_file,formula,volume,density,n_atoms,metal,CN_metal,spacegroup,spg_number
qmof-c1fccc1.cif,Fe3 P4 H22 C16 N2 O20,671.3528575,2.111751806,67,Fe,5.333333333,P1,1
qmof-28770b1.cif,Ni1 H20 C14 S2 N18,584.1071592,1.601252327,55,Ni,6,P-1,2
qmof-a7a4796.cif,Co2 H60 C88 N20 O12,2050.898115,1.382429955,182,Co,6,P-1,2
qmof-c8d8074.cif,Mn4 H8 C8 O16,412.8565525,2.332366576,36,Mn,6,Pbcn,60
qmof-3feeaa5.cif,Mn2 H20 C28 N20,706.3836101,1.754769043,70,Mn,6,P-1,2
qmof-eac83e1.cif,Co8 H128 C192 N16 O32,6523.183829,0.927264981,376,Co,6,P42_12,90
qmof-dc0cbac.cif,Ni2 H24 C32 N4 O10,744.4799728,1.654874989,72,Ni,6,P-1,2
qmof-a668ff8.cif,Co2 H26 C32 Cl2 O14,836.7077277,1.633955412,76,Co,6,C2,5
qmof-9dd4efa.cif,Co10 H48 C40 S4 N12 O44,1761.829242,1.99666195,158,Co,6,P-1,2
qmof-8bc7424.cif,Mn3 H20 C22 N2 O14,597.3682634,1.949203213,61,Mn,6,P1,1
qmof-44ccf24.cif,Co4 H104 C100 S8 N16 O16,3559.205759,1.062910374,248,Co,6,P1,1
qmof-773abcf.cif,Mn4 H56 C56 N8 O20,1682.699802,1.362652336,144,Mn,6,P2_1/c,14
qmof-26df13b.cif,Co6 H6 C24 O18,1293.121887,1.201809814,54,Co,5,R3m,160
qmof-9963630.cif,Ni8 H64 C96 N16 O36,2608.475733,1.583315439,220,Ni,6,P1,1
qmof-3a332f2.cif,Ni2 P2 H20 C12 N2 O12,441.9189691,2.117867576,50,Ni,6,P-1,2
qmof-a9ff051.cif,Co4 P4 H36 C36 N8 O12,1040.263468,1.80752628,100,Co,4,C2/c,15
qmof-fe916fb.cif,Co1 H20 C24 N10 O6,775.5910531,1.291904439,61,Co,6,P-1,2
qmof-b2fcead.cif,Mn1 H8 C12 N10,359.9860131,1.601545905,31,Mn,6,P1,1
qmof-855f474.cif,Mn2 H54 C60 N12 O8,1470.225287,1.333900279,136,Mn,6,P-1,2
qmof-be23234.cif,Ni4 H32 C40 N4 O20,1291.408448,1.444598436,100,Ni,6,P2_12_12,18
qmof-e6f8d75.cif,Co4 H36 C32 N4 O28,936.0713538,2.058434333,104,Co,6,P1,1
qmof-01abf66.cif,Co2 H20 C28 S4 N8,715.1788736,1.659284146,62,Co,4,P-1,2
qmof-1b44fef.cif,Mn9 H66 C66 N12 O42,2537.155965,1.435769359,195,Mn,6,P-1,2
qmof-621f980.cif,Co1 H34 C36 N2 O6,754.8083232,1.429082169,79,Co,6,P-1,2
qmof-bc155dc.cif,Mn2 P4 H12 C4 O12,323.1050775,2.497203977,34,Mn,6,P-1,2
qmof-55e2cda.cif,Co2 H28 C26 N4 Cl4,673.895372,1.616950144,64,Co,4,P2_1/m,11
qmof-e09b2a7.cif,Co2 H44 C28 N4 Cl4 O2,838.1230583,1.443056026,84,Co,4,P2_1,4
qmof-348cf26.cif,Mn6 H6 C18 N18 Cl6,1546.733256,1.091514566,54,Mn,5,R-3m,166
qmof-a9f9fb1.cif,Fe4 H120 C120 N16 O32,3415.231626,1.226092341,292,Fe,6,P2_1/c,14
qmof-eea62f6.cif,Mn1 H20 C20 N2 O8,464.7135644,1.684143551,51,Mn,6,P-1,2
qmof-f2d872e.cif,Co2 H40 C36 N8 O12,1113.457908,1.334171798,98,Co,6,P-1,2
qmof-bc35341.cif,Co3 H18 C8 O14,519.4827017,1.646272992,43,Co,6,P-1,2
qmof-bffc6bd.cif,Mn2 H24 C36 N20,863.2979668,1.628393594,82,Mn,6,P2_1/c,14
qmof-f633d9e.cif,Ni4 H56 C80 N8 O18,2814.677467,0.974678244,166,Ni,6,Fdd2,43
qmof-7acd702.cif,Mn4 H16 C36 N8 O16,812.0762407,2.119050568,80,Mn,5,P2_1,4
qmof-b024a31.cif,Mn4 H32 C28 N40,1095.274144,1.741346474,104,Mn,6,P2_1/c,14
qmof-2f1a847.cif,Co2 H48 C66 N4 O12,1282.165127,1.563157736,132,Co,4,P-1,2
qmof-b806efd.cif,Mn4 H4 C8 O12,291.4356804,2.916483707,28,Mn,6,P2_1/c,14
qmof-b156e7f.cif,Mn2 H40 C46 N8 O10,1065.625879,1.518903654,106,Mn,6,P-1,2
qmof-5d1e419.cif,Ni4 H152 C114 N24 O24,3702.242094,1.111145853,318,Ni,6,P-1,2
qmof-4a15926.cif,Mn2 H30 C44 N4 O10,991.7227863,1.481182707,90,Mn,5,P-1,2
qmof-237b271.cif,Ni2 H34 C34 Br2 N8 O10,933.022521,1.765283343,90,Ni,6,P-1,2
qmof-ef48139.cif,Ni4 H36 C36 N12 O16,1258.284862,1.487964685,104,Ni,6,P2_1,4
qmof-6b82caa.cif,Co2 H24 C24 N8 O8,644.1664473,1.728067659,66,Co,6,P1,1
qmof-8aa3a8e.cif,Co1 H14 C14 S2 N4 O2,418.5441092,1.560582556,37,Co,6,P-1,2
qmof-5c8908e.cif,Fe2 H16 C20 S4 N12,615.0509066,1.79369662,54,Fe,6,P1,1
qmof-384cd6b.cif,Co4 H16 C32 N16 O8,851.4242739,1.927497822,76,Co,4,P2_1/c,14
qmof-090ef1e.cif,Co4 H80 C72 N16 O16,2082.365514,1.324718081,188,Co,6,P-1,2
qmof-f848e64.cif,Co4 H68 C72 N16 O16,1917.417946,1.428203261,176,Co,4,P2_1/c,14
qmof-df90041.cif,Ni3 H46 C60 N12 O16,1436.81076,1.580040833,137,Ni,6,P-1,2
qmof-3db5bfd.cif,Co1 H19 C23 N3 O8,512.6006938,1.698585515,54,Co,6,P1,1
qmof-4994fff.cif,Co6 H60 C108 S12 N24 O24,2961.693916,1.578940904,234,Co,6,C2/c,15
qmof-5cbb170.cif,Co2 H30 C38 N14 O8,978.1136914,1.576480228,92,Co,6,P-1,2
qmof-f47b0d0.cif,Co2 H16 C20 N20,621.9566318,1.747002047,58,Co,6,P2_1/c,14
qmof-ed04002.cif,Co3 H58 C84 N12 O20,2286.68051,1.257906867,177,Co,6,P-1,2
qmof-98cdd63.cif,Co1 H22 C22 N4 O6,547.2218669,1.5092534,55,Co,6,P-1,2
qmof-8fa9c85.cif,Co2 H32 C44 N8 Cl4 O8,1059.002356,1.662812253,98,Co,4,P-1,2
qmof-b5a3100.cif,Mn12 H96 C84 S12 N12 O36,3239.577215,1.48327859,252,Mn,6,R-3c,167
qmof-af5cf80.cif,Ni2 H28 C28 N4 O8,676.7278008,1.634045441,70,Ni,6,Cc,9
qmof-f260694.cif,Co2 H24 C24 N12 O4,758.2525766,1.450608166,66,Co,6,P2_1/c,14
qmof-c775fd7.cif,Co2 H28 C28 N8 O16,771.466122,1.830509514,82,Co,4,P-1,2
qmof-ccee605.cif,Co4 H24 C20 O16,615.2932768,2.040619816,64,Co,4,P2/c,13
qmof-419f835.cif,Co1 H28 C26 N6 O6,833.8253152,1.153998421,67,Co,6,P-1,2
qmof-a45536d.cif,Ni4 H88 C136 N16 O16,3193.625977,1.267141316,260,Ni,6,P2_1/c,14
qmof-005d71c.cif,Mn2 H48 C44 S4 N6 O12,1157.391283,1.56531593,116,Mn,5,P-1,2
qmof-b3dffb5.cif,Co6 H30 C34 N14 O14,1129.821997,1.781740147,98,Co,5.666666667,P-1,2
qmof-921c853.cif,Ni4 H40 C40 S4 N24 O24,1404.588388,1.896200442,136,Ni,6,P2_1/c,14
qmof-b62b6d8.cif,Co2 H32 C40 S6 N16 O8,1453.485979,1.342428685,104,Co,6,C2/c,15
qmof-2d04c0a.cif,Ni2 H28 C40 N8 O8,858.2477932,1.675704288,86,Ni,6,C2/c,15
qmof-fd009d5.cif,Co6 H70 C98 N8 O24,3152.136721,1.10482313,206,Co,5.666666667,P-1,2
qmof-5263eb0.cif,Co2 H28 C40 N4 O8,900.2564889,1.495053034,82,Co,6,P-1,2
qmof-ed16d58.cif,Co1 H30 C44 O18,883.1956662,1.702721572,93,Co,6,P-1,2
qmof-68a8225.cif,Mn8 H48 C40 O40,1237.992301,2.157224656,136,Mn,6,Pnma,62
qmof-d42c622.cif,Mn1 H16 C16 N10 O6,467.1221472,1.774924694,49,Mn,6,P-1,2
qmof-8fe6d7b.cif,Co2 H28 C30 N4 O8,693.6426942,1.652852165,72,Co,6,P-1,2
qmof-4be7f74.cif,Mn2 H14 C10 N6 O12,422.099446,2.046180415,44,Mn,6,P-1,2
qmof-8254c0e.cif,Mn4 P4 H28 C8 O32,673.1152499,2.417449206,76,Mn,6,P2_1/c,14
qmof-186abaa.cif,Co2 H14 C16 N2 O10,464.7017843,1.830109815,44,Co,6,P-1,2
qmof-e5ef618.cif,Fe1 H14 C20 S2 N16,570.1613785,1.742802719,53,Fe,6,P1,1
qmof-c9f98ce.cif,Mn3 H26 C24 O22,737.2286503,1.872345355,75,Mn,6,P-1,2
qmof-f2b2497.cif,Mn4 H56 C84 N16 O20,2728.409082,1.113265178,180,Mn,7,C2/c,15
qmof-b396375.cif,Co6 H18 C24 O24,1307.751871,1.325616175,72,Co,6,R-3,148
qmof-0b38925.cif,Ni2 H42 C42 N4 O8,940.9447184,1.496852467,98,Ni,5,P-1,2
qmof-2b54738.cif,Co6 H120 C120 N24 O48,3428.077801,1.462853264,318,Co,6,P2_1/c,14
qmof-0aea5e3.cif,Mn1 H18 C14 N2 O4,362.6967082,1.525685118,39,Mn,6,P1,1
qmof-b35eaba.cif,Fe2 H20 C20 N8 O8,507.4515888,2.003019103,58,Fe,6,P2_1/c,14
qmof-aa8413e.cif,Mn4 H48 C64 N8 O20,1723.470839,1.415224942,144,Mn,6,P2_1/c,14
qmof-043ec9a.cif,Mn2 H44 C64 S2 N8 O12,1432.578733,1.496531935,132,Mn,5,Cc,9
qmof-eb4d8ca.cif,Co6 H80 C132 N8 O30,3137.104027,1.382421677,256,Co,6,C2/c,15
qmof-3b1bdfe.cif,Ni12 H72 C120 N60 O28,6023.084392,0.966744327,292,Ni,6,I-43m,217
qmof-32f3cb0.cif,Mn2 H20 C12 S4 N4 O12,562.0228503,1.921782772,54,Mn,6,P2_1/c,14
qmof-8a1f276.cif,Co4 H56 C44 N16,1127.239743,1.539031252,120,Co,4,P4_122,91
qmof-d65a0ec.cif,Co2 H24 C34 N6 O10,742.0271248,1.77786423,76,Co,5,P-1,2
qmof-ab5d6dc.cif,Co2 H16 C24 N16,585.5166641,1.833084916,58,Co,6,P-1,2
qmof-622dc6a.cif,Co2 H36 C44 O22,1023.458936,1.678631143,104,Co,6,P-1,2
qmof-fd73264.cif,Co4 H92 C100 N16 O20,2621.103525,1.313698997,232,Co,4,P2_1/c,14
qmof-b2272eb.cif,Mn4 H48 C28 O20,913.6064702,1.680194997,100,Mn,6,Cmce,64
qmof-1df760c.cif,Mn2 H22 C30 N4 O10,673.2830963,1.747130657,68,Mn,5,P-1,2
qmof-eca429e.cif,Mn2 H20 C22 N4 O12,550.6095448,1.937030453,60,Mn,6,P-1,2
qmof-7003637.cif,Mn1 H24 C30 N4 O8,634.431244,1.631853677,67,Mn,6,P-1,2
qmof-ba8d316.cif,Co2 H24 C32 O12,683.1388271,1.746231051,70,Co,6,P2_1/c,14
qmof-e16328e.cif,Fe2 P4 H22 C20 N4 O14,656.5706701,1.967627222,66,Fe,6,P2_1/m,11
qmof-a0e80c5.cif,Fe2 P2 H6 C2 O14,269.7478718,2.632864186,26,Fe,6,P-1,2
qmof-eccb8aa.cif,Mn2 H20 C12 N4 O10,433.3477238,1.878329544,48,Mn,6,Imm2,44
qmof-f02332f.cif,Mn8 H84 C108 N4 O40,2890.636666,1.446091236,244,Mn,5.5,P2_1/c,14
qmof-329a219.cif,Mn4 H32 C48 N8 O16,1321.037752,1.504075894,108,Mn,6,P2_1,4
qmof-20f108f.cif,Co2 H18 C24 N6 O8,700.2386433,1.508919177,58,Co,6,P-1,2
qmof-56a38e5.cif,Ni3 H30 C18 O24,661.2933105,2.02515146,75,Ni,6,P1,1
qmof-22cc2ed.cif,Ni16 H108 C148 N20 O56,5055.397661,1.314411492,348,Ni,6,P2_1/c,14
qmof-0cebdfd.cif,Co2 H40 C54 Br8 N8 O8,1462.080248,1.914901454,120,Co,4,P2/c,13
qmof-f53594c.cif,Mn8 H72 C104 N16 O32,2686.720212,1.543452772,232,Mn,6,P2_1/c,14
qmof-c42c24d.cif,Mn2 H8 C8 N6 O10,405.8740994,1.874043077,34,Mn,6,P-1,2
qmof-82e7be4.cif,Co8 H144 C212 N32 O32,5484.978363,1.248231543,428,Co,4,P-1,2
qmof-beae772.cif,Co4 H48 C64 N8 O16,2049.52861,1.151174374,140,Co,4,Pnna,52
qmof-965dcb2.cif,Ni2 H20 C24 N4 O8,659.1866246,1.536192034,58,Ni,6,C2/c,15
qmof-981431f.cif,Co1 H8 C6 N8 O6,335.6500254,1.717238767,29,Co,6,P-1,2
qmof-8637eeb.cif,Mn2 H32 C48 N4 O8,979.5331755,1.530230741,94,Mn,6,C2/c,15
qmof-6855b0e.cif,Co2 H40 C44 N16 O8,1291.135552,1.335953374,110,Co,6,P-1,2
qmof-c988bec.cif,Mn1 H12 C22 O8,425.3318146,1.793013511,43,Mn,6,P-1,2
qmof-365cf98.cif,Co1 H32 C34 Br4 N4 O6,848.6018006,1.900419483,81,Co,6,P-1,2
qmof-4b3fafd.cif,Co2 H24 C30 N8 O12,938.867752,1.426291548,76,Co,6,P-1,2
qmof-0bcba24.cif,Mn4 H32 C40 N8 F12,947.7069832,1.879142188,96,Mn,6,P2_1,4
qmof-59f5198.cif,Co4 H36 C48 N4 O26,3274.148673,0.669735605,118,Co,6,P2_1,4
qmof-22d24da.cif,Fe6 H42 C42 O18,1353.855887,1.434841402,108,Fe,5,R-3,148
qmof-4fc1a1b.cif,Ni4 H78 C86 N12 O20,2143.184063,1.42127885,200,Ni,6,P-1,2
qmof-9444f70.cif,Co10 H200 C122 N16 O40,4359.701098,1.188474654,388,Co,6,P2_1,4
qmof-fa42a94.cif,Co4 H40 C68 N4 O16,2201.468333,1.059618822,132,Co,5,P-1,2
qmof-96c06cd.cif,Mn2 H32 C56 N20,1160.898707,1.566082717,110,Mn,6,P2_1,4
qmof-3966050.cif,Ni8 H120 C120 N24 O16,4650.031881,0.937014417,288,Ni,4,C222,21
qmof-458a962.cif,Co1 H24 C26 S2 N2 O6,594.4843236,1.629973818,61,Co,6,P-1,2
qmof-9024308.cif,Fe2 H8 C4 O12,257.5148709,2.320036464,26,Fe,6,C2/c,15
qmof-409e539.cif,Ni4 H60 C80 N8 O18,2878.954062,0.955242677,170,Ni,6,Fdd2,43
qmof-a6eb9f2.cif,Co2 H44 C56 N4 O20,1199.558687,1.676141507,126,Co,6,P-1,2
qmof-6b188f9.cif,Ni2 H48 C60 N8 O8,1459.210769,1.281876994,126,Ni,6,P-1,2
qmof-43de2f1.cif,Co1 H10 C8 S2 N4 O6,299.8170728,2.111563663,31,Co,6,P-1,2
qmof-867714c.cif,Mn2 H22 C24 N2 O18,654.6997101,1.867530694,68,Mn,6,P-1,2
qmof-253efac.cif,Ni1 H24 C26 S4 N6,639.5171805,1.577307088,61,Ni,6,P-1,2
qmof-261717e.cif,Co6 H100 C128 N8 O38,4454.351606,1.010930337,280,Co,6,C2/c,15
qmof-687e4d6.cif,Co1 H12 C16 N10 O2,498.5399216,1.449784251,41,Co,6,P-1,2
qmof-59396ea.cif,Co8 H52 C60 N20 O44,2183.386209,1.694947012,184,Co,6,P2_1/c,14
qmof-fc17802.cif,Co2 H24 C28 S4 N12 O8,1096.019386,1.367636012,78,Co,6,P2_1/c,14
qmof-e29dfd2.cif,Mn4 H64 C32 S8 O32,1400.771307,1.703608978,140,Mn,6,P2_1/c,14
qmof-32ac742.cif,Co2 H20 C8 O16,421.271091,1.93184909,46,Co,6,C2,5
qmof-38d79d7.cif,Mn2 P4 H46 C58 Br4 N2 O4,1478.463862,1.559365702,120,Mn,4,P-1,2
qmof-6beca2a.cif,Co2 H30 C40 N6 O12,960.2687404,1.564214724,90,Co,6,P-1,2
qmof-3cf8e56.cif,Co12 H96 C168 N8 O60,4180.412963,1.54668136,344,Co,5.666666667,P2_1/c,14
qmof-acecbb7.cif,Co2 H16 C24 N8,905.462523,0.97986649,50,Co,4,P-1,2
qmof-31183ec.cif,Ni12 H84 C72 O60,2608.523306,1.663848566,228,Ni,6,R-3,148
qmof-0b09ca3.cif,Ni2 H52 C66 N4 O16,1657.52256,1.276842572,140,Ni,6,P2/c,13
qmof-2fe9d9b.cif,Co4 H44 C72 N8 O16,1614.729725,1.555816911,144,Co,4,P2/c,13
qmof-7a117a2.cif,Co2 H28 C28 S4 N4 O10,782.1182773,1.755126295,76,Co,5,P-1,2
qmof-8ce7f1c.cif,Mn4 P12 H40 C12 N4 O36,1015.821668,2.30144126,108,Mn,5,P2_1/c,14
qmof-6262763.cif,Co2 H16 C16 O8,403.8530634,1.867387448,42,Co,4,P-1,2
qmof-671d1a2.cif,Ni2 H24 C20 N4 O10,650.5086432,1.526021918,60,Ni,6,P2_1,4
qmof-65586ab.cif,Mn1 H8 C10 S2 N6 O4,355.2312079,1.847731372,31,Mn,6,P-1,2
qmof-ff00347.cif,Cr4 H32 C68 O16 F24,1776.269966,1.653666259,144,Cr,4,P2/c,13
qmof-dffa3d8.cif,Co1 H8 C8 O8 F4,281.1758044,2.167810812,29,Co,6,P-1,2
qmof-4dbd251.cif,Mn2 H48 C100 Br8 N16,2282.221116,1.617207196,174,Mn,6,P2_1/c,14
qmof-fb7f2ef.cif,Co2 H24 C32 N4 O8,924.0279055,1.276674005,70,Co,6,P2_1/c,14
qmof-8dcabcf.cif,Ni1 H50 C28 N4 O4,733.6709286,1.279719101,87,Ni,6,P-1,2
qmof-1265040.cif,Co2 H28 C32 N4 O10,710.9469797,1.743466946,76,Co,6,P1,1
qmof-06ddc1e.cif,Co1 H24 C24 N8 O4,649.2320338,1.400164763,61,Co,6,P-1,2
qmof-58640c4.cif,Mn2 H20 C32 N4 O8,657.8398156,1.762920515,66,Mn,6,P-1,2
qmof-eb46ddd.cif,Mn2 H24 C28 S2 N4 O8,682.127824,1.749126167,68,Mn,6,P-1,2
qmof-9a33911.cif,Mn20 H104 C64 O72,3527.760865,1.470593752,260,Mn,6,P-1,2
qmof-5bd4a24.cif,Co4 H32 C48 N8 O16,1245.856916,1.616138598,108,Co,6,P2_1/c,14
qmof-e474d06.cif,Co6 H24 C48 N24 O12 F12,1896.579734,1.497563582,126,Co,4,R3m,160
qmof-3fd032f.cif,Mn4 H28 C56 N12 O32,1735.875893,1.531167521,132,Mn,5,Cc,9
qmof-f1c0599.cif,Ni8 H192 C192 N16 O44,4917.596785,1.315981071,452,Ni,6,P2_1/c,14
qmof-c46c71e.cif,Ni2 H32 C28 N8 O8,765.0528388,1.575752029,78,Ni,4,P2_1/c,14
qmof-69fa051.cif,Ni2 H24 C32 N16 O4,836.9627263,1.615029609,78,Ni,6,P2_1/c,14
qmof-7185c72.cif,Mn2 H36 C36 N8 O10,887.6888349,1.591149652,92,Mn,6,P-1,2
qmof-6dd6876.cif,Ni4 H108 C136 N12 O32,3625.031572,1.217174853,292,Ni,6,P2_1/c,14
qmof-23640d7.cif,Mn2 H26 C32 N4 O10,706.2581113,1.731515557,74,Mn,5,P-1,2
qmof-ce4e69a.cif,Mn1 H19 C23 N5 O5,516.0419143,1.61009493,53,Mn,6,P1,1
qmof-e266949.cif,Ni2 H52 C40 N4 O12,999.8412298,1.491811557,110,Ni,6,P2_1/c,14
qmof-110e680.cif,Co2 H20 C24 N16,615.7186062,1.754042592,62,Co,6,P1,1
qmof-0fbfb10.cif,Ni1 H34 C36 N2 O6,770.0315059,1.400312738,79,Ni,4,P-1,2
qmof-b37eb52.cif,Co2 H22 C36 N6 O12,930.2149938,1.514595847,78,Co,6,P-1,2
qmof-0a35e41.cif,Mn3 H32 C24 N2 O14,674.1257364,1.8162269,75,Mn,5.333333333,P-1,2
qmof-2de35b5.cif,Co1 H24 C30 N4 O8,634.7380218,1.641516697,67,Co,6,P-1,2
qmof-d3b1916.cif,Co2 H22 C18 S4 N6 O4,610.553897,1.720312037,56,Co,6,P-1,2
qmof-16c43a7.cif,Mn2 H38 C56 N4 O12,1118.227825,1.587135008,112,Mn,6,P1,1
qmof-987c95e.cif,Co2 H24 C28 N20,740.2885886,1.701367833,74,Co,6,P2_1/c,14
qmof-ef011df.cif,Ni6 H78 C57 N6 O30,2038.835968,1.367804465,177,Ni,6,P1,1
qmof-ba621d1.cif,Mn12 H80 C88 S12 O68,3810.58514,1.424781954,260,Mn,6,P2_1/c,14
qmof-8019572.cif,Co2 H18 C12 N6 O12,462.444274,1.997090774,50,Co,6,P2_1,4
qmof-f24b82c.cif,Ni4 H40 C40 N8 O16,1260.127367,1.480580963,108,Ni,6,P2_1,4
qmof-5038232.cif,Ni2 H28 C24 N4 O8,627.7027437,1.634574712,66,Ni,6,C2/c,15
qmof-438ba3e.cif,Fe3 H6 C21 O15,723.6235941,1.527844261,45,Fe,6,P3_121,152
qmof-14b170b.cif,Ni2 H20 C20 N16,617.8492204,1.617584522,58,Ni,6,P-1,2
qmof-30d0748.cif,Mn2 H22 C32 N4 O12,714.4594578,1.776640026,72,Mn,6,P-1,2
qmof-f6b0935.cif,Mn4 H20 C28 N24 Cl4 O8,1002.320933,1.958508152,88,Mn,6,Pc,7
qmof-e48704b.cif,Co2 H54 C66 N10 O14,1657.452711,1.331534804,146,Co,6,P-1,2
qmof-1eb514c.cif,Ni2 H16 C24 N16,591.620072,1.812827924,58,Ni,6,P-1,2
qmof-8e117f6.cif,Fe2 H48 C36 S4 N28,1144.211688,1.61510362,118,Fe,6,P2_1,4
qmof-898e6ca.cif,Ni4 H56 C80 N16 O18,3073.275624,0.953209094,174,Ni,6,P-1,2
qmof-6323ace.cif,Co6 H60 C84 N24,2331.830865,1.252712073,174,Co,4,R-3,148
qmof-852524d.cif,Co1 H8 C10 Se2 N6,320.5130467,2.2229279,27,Co,6,P-1,2
qmof-d900cb4.cif,Co8 H96 C144 N16 O40,3608.470097,1.45501509,304,Co,6,Pccn,56
qmof-dbb0552.cif,Mn6 P4 H16 C12 O20,681.4536713,2.275365514,58,Mn,5.333333333,P2_1/c,14
qmof-621adc5.cif,Co4 H56 C60 S4 N12 O20,2277.610143,1.187764119,156,Co,6,P-1,2
qmof-2605824.cif,Co2 H40 C52 N4 O8,1192.342545,1.346380472,106,Co,6,C2,5
qmof-a4a4669.cif,Mn2 H44 C32 I8 N4 O16,1310.819858,2.363611088,106,Mn,6,P2_1/c,14
qmof-7b06c57.cif,Co4 H4 C20 O16,496.350262,2.462183002,44,Co,4,C2/c,15
qmof-d75d8da.cif,Ni1 H28 C20 N4 O8,537.6946114,1.578567803,61,Ni,6,P-1,2
qmof-c634231.cif,Ni3 H20 C20 N14 O12,740.1987775,1.849746664,69,Ni,6,P-1,2
qmof-3f16763.cif,Fe1 H8 C12 N10,361.5602001,1.598738354,31,Fe,6,P1,1
qmof-5bcb55a.cif,Ni4 H120 C80 N16 O16,3181.256971,0.937823433,236,Ni,6,P-1,2
qmof-e687361.cif,Co4 H128 C188 N24 O20,4124.743822,1.320023149,364,Co,6,P2_1/c,14
qmof-d10ccb2.cif,Co8 H48 C48 N32,2164.68405,1.184850325,136,Co,4,P2_1/c,14
qmof-b65a2da.cif,Mn4 H16 C28 N4 O20,755.2240597,2.084828377,72,Mn,7,P2_1/c,14
qmof-21409d2.cif,Ni2 H34 C44 N10 O12,1023.374812,1.642386188,102,Ni,6,P1,1
qmof-a2745e9.cif,Mn3 H22 C24 N28,886.6963256,1.624464545,77,Mn,6,C2,5
qmof-a30ea46.cif,Co2 H16 C26 N2 O10,817.4665487,1.288425944,56,Co,6,P-1,2
qmof-8285c88.cif,Co6 P6 H36 C36 N14 O18,1765.132894,1.403774981,116,Co,4.333333333,P-1,2
qmof-320e8c9.cif,Ni2 H12 C4 N4 O8,298.8514993,2.008899808,30,Ni,6,C2/c,15
qmof-29090e7.cif,Co1 H28 C30 N8 O6,705.7753118,1.542314347,73,Co,6,P-1,2
qmof-6c38eb4.cif,Ni2 H28 C48 N8 O16,1122.87135,1.612174387,102,Ni,6,C2/c,15
qmof-b4e6ea2.cif,Co2 H48 C52 N8 O14,1213.498961,1.541968335,124,Co,4,P-1,2
qmof-e6e8ebf.cif,Mn4 H112 C88 N16 O24,2378.703456,1.394549121,244,Mn,6,P2_1/c,14
qmof-df68ca3.cif,Co8 H72 C104 N16 O32,2790.599873,1.505016402,232,Co,6,P2_1/c,14
qmof-f0c9af4.cif,Co2 H38 C50 N10 O12,1124.392701,1.607919855,112,Co,4,P-1,2
qmof-4dcea3e.cif,Ni4 H136 C128 N16 O16,3121.918569,1.270872441,300,Ni,6,P-1,2
qmof-ee6fe4f.cif,Co4 H96 C144 N8 O16,4929.946348,0.81851651,268,Co,6,Cc,9
qmof-e986fdb.cif,Ni2 P4 H36 C40 N4 O12,956.1868581,1.747072422,98,Ni,6,P-1,2
qmof-3015833.cif,Co2 H32 C40 N4 O8,907.6708298,1.490216547,86,Co,6,P-1,2
qmof-1a7f459.cif,Co2 H26 C40 N6 O8,765.0537765,1.815690786,82,Co,6,P-1,2
qmof-dd5a73e.cif,Ni2 H36 C52 N8 O8,1142.640733,1.479809083,106,Ni,6,P-1,2
qmof-7aa1e33.cif,Fe2 P4 H24 C12 N4 O12,578.1152322,1.872541253,58,Fe,4,P-1,2
qmof-12d3e65.cif,Fe1 H14 C20 N10 Cl2,474.5361314,1.823630532,47,Fe,6,P-1,2
qmof-eee1f70.cif,Mn8 H68 C80 N12 O60,2632.208398,1.638292813,228,Mn,6,C2/c,15
qmof-31fb841.cif,Ni2 H72 C48 N12 O12,1509.535932,1.239236781,146,Ni,6,P2_1/c,14
qmof-3a8fabc.cif,Co2 H6 C8 N16,378.8726834,1.946450019,32,Co,6,C2/m,12
qmof-afcc0ad.cif,Mn9 H66 C66 N12 O48,2564.117527,1.482840208,201,Mn,5.333333333,R-3,148
qmof-8d9e0fb.cif,Co8 H108 C136 N12 O40,3355.171914,1.495564065,304,Co,5.5,P2_1/c,14
qmof-8d71a0b.cif,Co3 H28 C32 N6 O10,782.5673347,1.768398343,79,Co,4.666666667,P1,1
qmof-73820e5.cif,Mn2 H12 C8 O8,281.9333268,2.038188088,30,Mn,6,P2/c,13
qmof-7db11d0.cif,Ni2 H58 C64 N16 O10,1740.272951,1.267759483,150,Ni,6,P1,1
qmof-15eff87.cif,Co2 H32 C40 N12 O8,969.3074638,1.587417334,94,Co,6,P-1,2
qmof-1123eb9.cif,Mn4 H20 C16 O26,721.9735156,1.950553114,66,Mn,6,P2_1,4
qmof-5d3b73f.cif,Ni6 H40 C64 N8 O28,2490.149229,1.147770241,146,Ni,6,C2/c,15
qmof-cdc2b7e.cif,Co1 H18 C16 S2 N4 O2,429.7368676,1.628335982,43,Co,6,P-1,2
qmof-7ec1ffb.cif,Ni2 H34 C50 N6 O10,999.4892316,1.65511751,102,Ni,6,P-1,2
qmof-ed9d2e0.cif,Mn2 H20 C28 S2 O14,727.818001,1.721314685,66,Mn,6,P-1,2
qmof-4726e1b.cif,Fe1 H4 C14 S2 N6,348.573537,1.792130931,27,Fe,4,P1,1
qmof-82cbfbf.cif,Fe2 H28 C28 N4 O12,730.6463296,1.645960138,74,Fe,6,P-1,2
qmof-b88a8fa.cif,Ni4 H20 C28 N4 O20,698.833881,2.298330325,76,Ni,6,P2_1/c,14
qmof-263af46.cif,Mn2 H12 C12 N8 O8,428.6404955,1.96080278,42,Mn,6,P-1,2
qmof-306aa03.cif,Co4 H80 C72 N8 O24,2199.761269,1.266055065,188,Co,6,P1,1
