mof,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-I-0-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,D_lc-chi-0-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,D_lc-Z-0-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-I-0-all,D_lc-I-1-all,D_lc-I-2-all,D_lc-I-3-all,D_lc-T-0-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-S-0-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-0-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,D_func-chi-0-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_func-Z-0-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-I-0-all,D_func-I-1-all,D_func-I-2-all,D_func-I-3-all,D_func-T-0-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-S-0-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-alpha-0-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all
qmof-a3aedc5,2.4025,30.752,34.0225,59.892,625,1150,1825,2250,1,6,9,14,36,108,180,240,1.9321,6.1438,10.4945,14.8174,0,-10.54,-8,-16.94,0,104,152,260,0,0,0,0,0,18,24,44,0,3.92,4.96,8.8,132.452,276.0982,437.1664,505.9408,569,1204,1780,1912,19,40,64,72,104,252,342,350,8.3179,19.698,29.0996,31.776,10.5376,12.138,25.1188,45.8212,56.5,66,136,188.5,1,1.5,3,5.5,2.5,7.5,15.5,17,0.5477,0.85855,1.7098,2.51605,41.425,113.565,216.795,266.480228,0,0.935,1.625,2.815,0,2,3.5,14.5,0,0,0,0,0,-2,-4,-1,0,-0.04,-0.07,0.71,0,-6.9,-11.85,-2.16422,10.1056,16.4824,25.9469333333333,29.6608,54,79,130.333333333333,149,1,2,3,3.33333333333333,4.66666666666667,11,14.3333333333333,14,0.552633333333333,1.03986666666667,1.59736666666667,1.77726666666667,45.87,123.334204666667,181.794204666667,188.982561,0,0.903333333333333,1.09666666666667,1.36333333333333,0,3.33333333333333,3.66666666666667,4.33333333333333,0,0,0,0,0,-0.333333333333333,-0.666666666666667,-1,0,0.1,0.093333333333333,0.08,0,-3.63570333333333,-5.53570333333333,-6.93570333333333
qmof-35f10de,3.6481,37.8944,29.223,49.2398,784,1288,1008,1456,1,6,6,10,36,84,108,156,1.4641,5.3482,5.5902,8.3006,0,-8.38,-3.84,-6.68,0,122,132,228,0,0,0,0,0,22,18,34,0,2.84,2.64,5.24,230.4385,493.884,822.3344,976.853,1141,2136,3260,3616,36,76,128,154,204,508,740,846,15.1668,36.498,56.1156,65.8262,10.5376,12.138,26.0196,23.744,56.5,66,126,114.5,1,1.5,3,3,2.5,7.5,12,14,0.5477,0.85855,1.545,1.5671,41.425,113.565,171.666307,201.996307,0,0.935,1.355,2.045,0,2,5,6.5,0,0,0,0,0,-2,-2,-3.5,0,-0.04,0.15,0.12,0,-6.9,-5.453555,-10.403555,9.6136,15.657,34.3388,34.411,169,114,200,249,1,2,4.5,4.5,5,16.5,24,24.5,0.7713,1.2474,2.32605,2.62035,133.96,207.92,367.818921,464.28821,0,1.04,2.605,2.795,0,7,21.5,29.5,0,0,0,0,0,-1.5,1.5,-2,0,0.08,0.76,0.79,0,-4.2,1.789335,3.64289
qmof-5d8b5d1,3.3489,37.7712,34.77,43.8468,676,1248,728,1456,1,6,8,8,36,84,96,144,1.5625,5.475,5.7,7.5,0,-9.66,-4.36,-9.32,0,108,180,152,0,0,0,0,0,22,32,24,0,3.12,5.44,4,180.2248,340.068,600.9708,758.8564,778,1464,2208,2314,24,48,84,106,132,328,448,492,10.1608,22.9768,35.2052,41.869,11.8336,8.772,20.6056,25.5936,64,48,112,72,1,1,2,3,1,3,5,5,0.5329,0.5621,1.095,1.0877,28.09,59.89,87.98,86.995366,0,0.89,0.89,2.88,0,2,2,15,0,0,0,0,0,-2,-3,-2,0,-0.04,-0.04,0.7,0,-6,-6,-0.514220000000001,10.5376,16.014,39.8476,48.564,56.5,87,157,199.5,1,2,5,5.5,5,18,26,18.5,0.5477,1.1473,2.2498,2.48595,41.425,155.375,261.300228,222.950297,0,1.18,2.86,2.57,0,2.5,14.5,14,0,0,0,0,0,-2,2,1,0,-0.05,0.71,0.72,0,-8.85,-3.06422,-0.214219999999999
qmof-d683874,3.6481,38.6584,38.2955,63.2401,784,1316,1204,1820,1,6,8,12,36,84,138,174,1.4641,5.324,6.9696,9.5348,0,-8.78,-4.77,-10.19,0,121,181,271,0,0,0,0,0,22,25,43,0,2.86,3.92,6.64,114.769733333333,212.687,339.532933333333,397.717266666667,491.333333333333,904,1241.33333333333,1128.66666666667,16,31.3333333333333,49.3333333333333,58.6666666666667,80.6666666666667,192.666666666667,233.333333333333,204,6.83413333333333,15.0458,21.1734666666667,21.628,10.5376,12.138,25.19344,25.73784,56.5,66,104.2,84,1,1.5,3.1,3.2,2.5,7.6,10.8,8.1,0.5477,0.85855,1.43243,1.27654,41.425,113.565,166.5313823,135.4537604,0,0.935,1.988,2.522,0,2,8.9,13.1,0,0,0,0,0,-2.1,-1.7,-0.9,0,-0.04,0.372,0.638,0,-6.9,-4.527821,-1.422798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qmof-cc7c086,2.4025,26.66,17.5305,68.696,625,1000,1650,2275,1,5,5,15,25,50,100,155,1.9321,5.0735,6.9639,13.9417,0,-9.45,-3.56,-21.07,0,85,59,284,0,0,0,0,0,15,5,44,0,3.3,1.94,10.82,366.801,762.7142,1333.2332,1614.764,1848,4256,5588,6056,56,118,200,252,318,794,1116,1316,23.7518,59.1686,89.746,106.4316,11.8336,7.9464,29.1941333333333,16.7413333333333,64,96,125.333333333333,69.3333333333333,1,1,3,2,1,4,5,4.66666666666667,0.5329,0.703233333333333,1.35536666666667,0.929533333333333,28.09,108.296666666667,101.267683,95.7784553333334,0,1.13,1.83333333333333,2.01333333333333,0,-4,8.33333333333333,7.33333333333333,0,0,0,0,0,-3,-2,-2.66666666666667,0,-0.233333333333333,0.333333333333333,0.186666666666667,0,-15.1333333333333,-3.20711,-7.47140666666667,6.32517777777778,13.5179777777778,19.9729333333333,21.0971111111111,78.4444444444444,149.777777777778,118,107.111111111111,0.666666666666667,1.77777777777778,2.44444444444444,2.88888888888889,5.33333333333333,11.5555555555556,13.7777777777778,15.5555555555556,0.486533333333333,1.17904444444444,1.30644444444444,1.40171111111111,151.373333333333,212.481707333333,226.931803555556,263.412496,0,0.035555555555556,1.18,1.92666666666667,0,7.55555555555555,12,18.6666666666667,0,0,0,0,0,1.11111111111111,0.888888888888889,1.55555555555556,0,0.273333333333333,0.406666666666667,0.711111111111111,0,9.30953111111111,5.66192666666667,9.23496444444444
qmof-1fbe13e,2.4025,29.512,41.044,83.266,625,1100,1550,2300,1,6,10,20,36,96,180,216,1.9321,6.1994,10.6474,16.6244,0,-9.74,-10.98,-22.72,0,106,188,408,0,0,0,0,0,20,30,84,0,3.88,6.24,15.84,147.3678,336.141,527.5022,512.766,820,1680,2532,2026,23,50,78,82,128,318,454,382,10.3146,25.179,37.4238,33.9662,10.5376,12.9808,27.0184,7.22,56.5,70,116.5,24.5,1,1.5,3,1,2.5,7.5,9,4,0.5477,0.85125,1.3804,0.4275,41.425,103.23,130.632614,58.486307,0,0.69,1.085,0.665,0,1.5,6.5,3.5,0,0,0,0,0,-2,0,0,0,-0.03,0.37,0.18,0,-4.95,0.94289,-0.503555,9.67473333333333,18.6596666666667,28.0180666666667,15.9046666666667,88.5,120.666666666667,198.333333333333,102,1,2.16666666666667,3.33333333333333,2.33333333333333,5.5,13.5,16.6666666666667,12.6666666666667,0.632283333333333,1.29555,1.88456666666667,1.2194,99.47,189.376666666667,283.741742666667,253.274387333333,0,0.433333333333334,0.896666666666667,1.03333333333333,0,4.16666666666667,8,16.3333333333333,0,0,0,0,0,0,1.33333333333333,1,0,0.066666666666667,0.323333333333333,0.623333333333333,0,-0.850000000000001,2.02859333333333,9.69289
qmof-1406ccc,3.5344,36.5472,31.3584,48.6544,729,1215,1053,1188,1,6,6,10,36,96,96,108,1.5876,5.5944,5.7456,7.5852,0,-8.16,-5.4,-7.08,0,117,123,226,0,0,0,0,0,20,20,42,0,3.12,3,6.58,206.0506,455.1452,701.5782,735.7728,1480,2618,4268,3460,33,70,110,120,180,432,582,568,15.3146,36.1754,53.0438,51.342,10.6816,14.4636444444444,22.7751111111111,7.39733333333333,57.3333333333333,77.7777777777778,103.777777777778,30.3333333333333,1,1.55555555555556,2.44444444444444,1,2.88888888888889,6.66666666666667,6.44444444444444,5.33333333333333,0.546055555555556,0.871666666666667,1.16211111111111,0.4775,39.9433333333333,90.6088888888889,109.192853777778,66.8642046666667,0,0.415555555555556,0.886666666666667,0.606666666666667,0,0.888888888888889,4.66666666666667,2.66666666666667,0,0,0,0,0,-1.11111111111111,0,-0.666666666666667,0,-0.017777777777778,0.24,0.113333333333333,0,-3.06666666666667,-0.671406666666667,-1.63570333333333,10.16456,14.1930577777778,22.5309244444444,6.63392,98.7333333333333,100.311111111111,221.777777777778,86.6666666666667,1,1.55555555555556,2.44444444444444,0.933333333333333,2.88888888888889,6.66666666666667,6.44444444444444,5.6,0.641635555555556,0.952826666666667,1.55991111111111,0.69988,104.263333333333,141.000888888889,271.834560177778,166.349333333333,0,0.166222222222222,0.170666666666667,0.081333333333334,0,4.35555555555556,5.46666666666667,5.46666666666667,0,0,0,0,0,-1.11111111111111,0,-0.933333333333333,0,0.092888888888889,0.204,0.130666666666667,0,2.25333333333333,4.53143733333333,3.8
qmof-573c2f3,2.4025,31.5786666666667,28.83,61.2663333333333,625,1183.33333333333,1666.66666666667,2166.66666666667,1,6,8,13.3333333333333,36,88,152,196,1.9321,6.10673333333333,8.97013333333333,13.1586666666667,0,-11.0733333333333,-6.2,-18.86,0,102.666666666667,133.333333333333,246.666666666667,0,0,0,0,0,21.3333333333333,22.6666666666667,47.3333333333333,0,3.94666666666667,4.66666666666667,9.06666666666667,182.54135,375.6405,587.39765,695.25075,783.5,1644,2363,2304,26.75,56,86.5,106.5,142.5,351,488.5,494.5,11.728675,27.6122,40.14265,43.37685,11.4633142857143,9.73371428571428,22.0004571428571,17.1005714285714,61.8571428571429,53.1428571428572,111,89.2857142857143,1,1.14285714285714,2.28571428571429,2,1.42857142857143,4.28571428571429,5.71428571428571,6.28571428571429,0.537128571428571,0.6468,1.18071428571429,1.08574285714286,31.9,75.2257142857143,104.709318285714,119.378944857143,0,0.902857142857143,1.07285714285714,1.71571428571429,0,2,3.57142857142857,4.42857142857143,0,0,0,0,0,-2,-1.71428571428571,-3.42857142857143,0,-0.04,0.071428571428571,-0.017142857142857,0,-6.25714285714286,-4.87346,-10.4295871428571,11.4633142857143,18.36,36.6288,61.104,61.8571428571429,100.285714285714,191.571428571429,207,1,2.14285714285714,4.28571428571429,7.57142857142857,4.71428571428571,14.1428571428571,26.1428571428571,31.2857142857143,0.537128571428571,1.2111,2.33434285714286,3.13718571428571,31.9,138.505714285714,258.526461142857,325.423176285714,0,1.73571428571429,3.50142857142857,7.80285714285714,0,3.85714285714286,9,33.7142857142857,0,0,0,0,0,-1.71428571428571,-2.71428571428571,0.857142857142857,0,-0.077142857142857,-0.037142857142857,1.25428571428571,0,-11.9571428571429,-21.4163171428571,-17.7274242857143
qmof-f322a23,3.5344,32.4864,40.7082666666667,78.6717333333333,729,1080,1404,2340,1,5.33333333333333,8.66666666666667,15.3333333333333,29.3333333333333,77.3333333333333,132,193.333333333333,1.5876,4.9728,7.9464,13.3308,0,-7.25333333333333,-5.36,-13.02,0,104,182,327.333333333333,0,0,0,0,0,15.3333333333333,24,48.6666666666667,0,2.77333333333333,4.61333333333333,8.74,212.7648,459.4784,780.2796,926.457666666667,906.333333333333,2076,2880,2792,33,70,118.666666666667,150,188.666666666667,480.666666666667,694.666666666667,732.666666666667,13.5658,33.6392666666667,51.4570666666667,56.4035333333333,10.1056,13.2714666666667,29.1391111111111,25.8106666666667,54,80.8888888888889,137.777777777778,120.666666666667,1,1.66666666666667,3.44444444444444,3.33333333333333,3,9.11111111111111,14.7777777777778,16.6666666666667,0.552633333333333,0.977644444444444,1.75421111111111,1.71473333333333,45.87,136.226666666667,202.682853777778,229.401742666667,0,0.946666666666667,1.51,2.13333333333333,0,0.888888888888889,6,7.33333333333333,0,0,0,0,0,-2.11111111111111,-2,-3.33333333333333,0,-0.067777777777778,0.213333333333333,0.186666666666667,0,-8.1,-5.27140666666667,-9.87140666666667,9.76045333333333,20.0706,42.9909066666667,35.1924,66.8,139.466666666667,181.866666666667,138.533333333333,1,2.53333333333333,5.46666666666667,4.8,7.33333333333333,22.5333333333333,32.8,29.7333333333333,0.586466666666667,1.53050666666667,2.55277333333333,2.16482666666667,69.088,224.113333333333,326.887894666667,306.774285866667,0,1.04333333333333,2.90133333333333,3.18933333333333,0,3.46666666666667,15.8666666666667,18.4,0,0,0,0,0,-0.666666666666667,3.6,2.8,0,-0.009333333333333,0.742666666666667,0.818666666666666,0,-7.12,-2.53422,-2.14850133333333
qmof-830caa3,3.5344,31.584,29.6852,63.5628,729,1053,999,2025,1,5,6,12,25,55,90,155,1.5876,4.6242,5.796,10.9368,0,-7.4,-4.51,-11.25,0,96,125,249,0,0,0,0,0,14,12,29,0,2.63,2.96,6.44,174.6434,362.480466666667,576.7836,669.149333333333,702,1490.66666666667,2164,2213.33333333333,26.6666666666667,55.3333333333333,89.3333333333333,105.333333333333,144.666666666667,354,496,541.333333333333,11.0501333333333,26.3914,39.0044,43.5342666666667,10.7968,12.06064,24.34096,24.7536,58,65.2,120.4,99.6,1,1.4,2.8,3.2,2.2,6.6,11.2,11.6,0.54474,0.79326,1.461,1.46952,38.758,91.286,166.4730456,178.7871368,0,0.73,1.458,2.468,0,1.6,4.8,10.4,0,0,0,0,0,-2,-2.4,-2.4,0,-0.032,0.104,0.392,0,-5.16,-7.122844,-6.848532,3.69664,9.47264,9.3024,14.2272,19.6,39.2,50.4,42,0.4,1.2,1.2,2,3.6,7.2,12,12,0.225,0.567,0.693,0.795,21.904,68.6930456,100.344,106.9191368,0,0.532,0.588,1.4,0,2.8,1.2,8,0,0,0,0,0,1.2,-0.4,2,0,0.144,-0.024,0.44,0,-0.402844,-4.68,0.351468
qmof-65b4335,3.6481,39.4224,47.0051,49.1634,784,1344,1344,1680,1,6,11,8,36,108,120,108,1.4641,5.2998,6.9091,7.1632,0,-9.18,-3.6,-10.46,0,120,260,164,0,0,0,0,0,18,46,30,0,2.88,7.6,3.76,204.0816,406.674,660.4564,850.079,966,1944,3040,3680,28,60,96,126,156,396,592,686,13.5052,31.5084,48.7936,60.2158,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,11.8336,8.772,19.0748,26.316,64,48,104,144,1,1,2,3,1,3,5,9,0.5329,0.5621,1.1096,1.6863,28.09,59.89,103.88,179.67,0,0.89,1.335,2.67,0,2,3,6,0,0,0,0,0,-2,-3,-6,0,-0.04,-0.06,-0.12,0,-6,-9,-18
qmof-837df85,2.4025,31.992,18.2125,42.47,625,1200,1225,1600,1,6,5,9,36,84,108,132,1.9321,6.0882,6.2133,9.3547,0,-11.34,-4,-13.45,0,102,76,161,0,0,0,0,0,22,12,32,0,3.96,2.48,5.78,321.6663,657.991,1054.5236,1295.305,1356,2812,4088,4348,47,98,156,198,254,626,880,982,20.0903,47.6026,70.3548,81.5662,11.8336,8.772,20.6056,19.0576,64,48,112,97.6,1,1,2,2.2,1,3,4.2,6.2,0.5329,0.5621,1.095,1.17822,28.09,59.89,87.98,124.5575366,0,0.89,0.89,2.028,0,2,2,5.4,0,0,0,0,0,-2,-2.2,-4,0,-0.04,-0.04,-0.008,0,-6,-6,-11.841422,11.8336,17.1426666666667,34.5032,39.3306666666667,64,82.6666666666667,144,170.666666666667,1,2,4,4.66666666666667,4,12,17.3333333333333,22.6666666666667,0.5329,1.02686666666667,1.84933333333333,2.2338,28.09,107.779227666667,180.956910666667,231.483577333333,0,1.89666666666667,3.73,4.62,0,5.66666666666667,14,16,0,0,0,0,0,-2,-0.666666666666667,-2,0,0.053333333333333,0.386666666666667,0.346666666666667,0,-9.73570333333334,-12.9428133333333,-18.9428133333333
qmof-bd93e36,3.3489,21.0084,9.333,22.2528,676,1716,312,728,1,4,2,4,16,24,24,48,1.5625,5.025,1.925,3.75,0,-4.16,-1.44,-4.84,0,38,40,76,0,0,0,0,0,10,2,4,0,0.98,0.96,2,263.9767,585.684,1045.0932,1334.448,1272,2256,3740,4296,45,92,168,216,260,664,1004,1136,16.5099,40.1632,64.5672,83.1663999999999,6.6564,6.579,15.6864,26.316,256,96,224,384,1,1,2,4,1,3,6,14,1.0404,0.7854,1.53,3.1416,376.36,219.22,287.12,876.88,0,0.03,-0.92,0.120000000000001,0,10,18,40,0,0,0,0,0,-2,-4,-10,0,0.25,0.54,1,0,8.1,24,32.4,9.2416,23.256,54.4616,52.288,49,126,304.5,122.5,1,3,7,7.5,9,30,49.5,37.5,0.5625,1.7325,3.6075,2.68125,54.76,250.86,501.455228,350.679377,0,1.47,3.365,5.6,0,3,5.5,35,0,0,0,0,0,-1,4.5,10,0,-0.06,0.44,2.05,0,-11.7,-15.96422,8.110895
qmof-a0ed1a6,2.4025,31.992,23.715,54.467,625,1200,900,2050,1,6,6,12,36,72,108,228,1.9321,6.0882,6.4218,12.5656,0,-11.34,-6,-16.54,0,102,114,218,0,0,0,0,0,24,18,34,0,3.96,3.72,7.64,106.2949,205.136,363.1224,458.3804,427,818,1230,1034,15,30,54,70,84,218,300,210,5.9471,13.8298,21.6818,22.1638,11.8336,8.772,20.1469333333333,31.2810666666667,64,48,109.333333333333,114.666666666667,1,1,2,3.66666666666667,1,3,5.66666666666667,9,0.5329,0.5621,1.09986666666667,1.56463333333333,28.09,59.89,91.69,145.812805,0,0.89,1.02333333333333,3.52,0,2,2.33333333333333,15,0,0,0,0,0,-2,-3.66666666666667,-5.33333333333333,0,-0.04,-0.046666666666667,0.533333333333333,0,-6,-6.7,-8.07851666666667,9.2416,22.192,40.4016,47.6672,49,91,189,140,1,3,5,6,9,24,39,18,0.5625,1.4325,2.5575,2.205,54.76,200.592614,323.432614,211.850456,0,1.82,1.91,2.56,0,8,8,22,0,0,0,0,0,1,2,12,0,0.34,0.34,1.56,0,-4.90711,-6.70711,15.77156
qmof-8e0ee46,3.5344,37.2992,33.558,64.8788,729,1242,1134,1728,1,6,7,13,36,84,126,174,1.5876,5.5692,6.7914,10.4454,0,-8.56,-4.69,-10.07,0,116,147,287,0,0,0,0,0,22,21,49,0,3.14,3.43,8.09,185.4013,390.9985,611.5615,704.2055,784,1693,2410,2306,27.5,58,90,109,148,366,518,528,11.95955,28.4672,41.6186,44.6463,10.5376,12.138,25.4876,15.992,56.5,66,108.5,72.5,1,1.5,3,2,2.5,7.5,10,7,0.5477,0.85855,1.395,0.9896,41.425,113.565,146.532614,118.376307,0,0.935,1.53,1.555,0,2,7.5,5.5,0,0,0,0,0,-2,-1,-2,0,-0.04,0.35,0.14,0,-6.9,-2.05711,-6.503555,9.6736,19.3726666666667,36.574,34.35,51.5,100.166666666667,158.5,117.5,1,2.5,4.66666666666667,4.66666666666667,6.83333333333333,19.5,28.1666666666667,23.8333333333333,0.557566666666667,1.39118333333333,2.27493333333333,1.98606666666667,50.315,196.717102333333,290.018485333333,259.493610833333,0,1.35,2.41166666666667,3.37,0,3.5,10.6666666666667,17,0,0,0,0,0,-0.333333333333333,2.16666666666667,2.83333333333333,0,0.013333333333333,0.453333333333333,0.826666666666667,0,-8.96785166666667,-6.24281333333333,-3.74992333333333
qmof-45eb13a,2.4025,30.752,34.4875,57.3035,625,1150,1100,1750,1,6,9,14,36,90,138,192,1.9321,6.1438,8.5207,12.5934,0,-10.54,-8.3,-15.27,0,104,181,280,0,0,0,0,0,21,31,52,0,3.92,6.38,10.4,150.76515,301.7911,485.021,567.0892,743,1569,2049,2012,22,45,71,87,116,283,380,391,9.62195,22.5209,32.4775,35.367,10.9696,11.016,23.3637333333333,22.3162666666667,59,60,107.333333333333,72,1,1.33333333333333,2.66666666666667,2.77777777777778,2,6,8.44444444444444,6.88888888888889,0.542766666666666,0.759733333333333,1.3,1.11074444444444,36.98,95.6733333333333,136.635076,115.390794222222,0,0.92,1.48,2.39888888888889,0,2,6,11.8888888888889,0,0,0,0,0,-2,-1.77777777777778,-1.44444444444444,0,-0.04,0.213333333333333,0.54,0,-6.6,-4.67140666666667,-2.26661555555556,6.85317333333333,10.7970933333333,21.0586933333333,21.8896266666667,66.2666666666667,123.866666666667,128.266666666667,126.4,0.666666666666667,1.33333333333333,2.4,2.8,3.73333333333333,9.33333333333333,12.2666666666667,13.8666666666667,0.42688,0.894786666666667,1.32248,1.48704,68.7186666666667,145.9310152,186.6484216,237.3316136,0,0.3,0.773333333333333,1.51866666666667,0,2.53333333333333,8.66666666666667,16,0,0,0,0,0,0,0.4,0.133333333333333,0,0.076,0.266666666666667,0.5,0,0.145718666666667,2.557156,4.514312
qmof-e91bdca,3.6481,37.8944,37.7416,90.6677,784,1288,1960,2632,1,6,8,17,36,84,162,228,1.4641,5.3482,7.986,13.6125,0,-8.38,-4.48,-15,0,122,154,382,0,0,0,0,0,22,21,64,0,2.84,3.08,9.32,141.0554,295.188,461.0184,508.802,593,1272,1794,1610,21,44,68,80,112,276,388,376,9.0781,21.4984,31.2068,31.978,10.5376,12.138,25.4876,15.992,56.5,66,108.5,72.5,1,1.5,3,2,2.5,7.5,10,7,0.5477,0.85855,1.395,0.9896,41.425,113.565,146.532614,118.376307,0,0.935,1.53,1.555,0,2,7.5,5.5,0,0,0,0,0,-2,-1,-2,0,-0.04,0.35,0.14,0,-6.9,-2.05711,-6.503555,10.5376,16.014,33.2396,26.556,56.5,87,150.5,100.5,1,2,4,3.5,5,15,21.5,16.5,0.5477,1.1473,1.9725,1.55585,41.425,155.375,230.152614,193.538921,0,1.18,2.02,2.64,0,2.5,8.5,12,0,0,0,0,0,-1,1.5,1,0,-0.05,0.33,0.51,0,-8.85,-5.95711,-5.560665
qmof-050c6ef,2.4025,38.812,14.725,7.905,625,1250,350,300,1,8,4,2,64,144,64,48,1.9321,7.1168,3.1692,2.1406,0,-12.64,-3.3,-2,0,150,86,38,0,0,0,0,0,46,24,10,0,6,3.28,1.24,418.9088,895.968,1475.1844,1733.1574,1688,3744,5512,6688,64,136,224,266,360,880,1264,1582,26.5216,65.1112,98.3552,120.6874,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,11.8336,17.544,40.248,36.9456,64,96,120,168,1,2,5,4,4,14,18,18,0.5329,1.1242,1.9345,1.9272,28.09,119.78,191.443049,171.757683,0,1.78,5.5,3.02,0,4,25,11,0,0,0,0,0,-3,1,-1,0,-0.08,1,0.28,0,-12,-9.62133,-11.20711
qmof-e474d06,3.5344,22.8608,38.352,84.4496,729,756,1296,2376,1,4,8,16,16,48,96,128,1.5876,3.78,7.7616,13.2048,0,-4.64,-5.36,-14.84,0,80,168,344,0,0,0,0,0,4,8,32,0,2.04,3.92,9.68,81.8472,148.308,220.1246,207.4018,389,708,974,768,10,20,28,26,48,108,126,90,4.8074,10.3488,13.6188,11.2042,9.2416,15.504,34.1392,19.8512,49,84,154,105,1,2,4,2,4,12,14,8,0.5625,1.155,1.965,1.11,54.76,167.24,210.952614,111.296,0,0.98,0.93,-0.45,0,2,6,-1,0,0,0,0,0,-2,1,0,0,-0.04,0.38,0.02,0,-7.8,1.09289,-0.24,13.837,9.4605,20.6066,29.6272,72.5,51,110,120,1,1,2,3,1,3,5,6,0.5185,0.5544,1.0942,1.3573,21.0388,51.076,81.482,104.4225914,0,1.16,1.83,3.61,0,2.5,4,12,0,0,0,0,0,-2,-3,-3,0,-0.05,-0.08,0.26,0,-6.78,-9.66,-10.42711
